Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self               self     total           
 time   seconds   seconds     calls   s/call   s/call  name    
                0.02    0.10 3805476/3805476     std::vector<tile, std::allocator<tile> >::operator=(std::vector<tile, std::allocator<tile> >&&) [15]
[16]     3.9    0.02    0.10 3805476         std::vector<tile, std::allocator<tile> >::_M_move_assign(std::vector<tile, std::allocator<tile> >&&, std::integral_constant<bool, true>) [16]
                0.06    0.02 7610952/7610952     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data&) [22]
                0.01    0.00 3805476/19165408     std::_Vector_base<tile, std::allocator<tile> >::~_Vector_base() [24]
                0.00    0.00 3805476/19165408     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl::~_Vector_impl() [50]
                0.00    0.00 3805476/12273960     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl::_Vector_impl(std::allocator<tile> const&) [104]
                0.00    0.00 3805476/26338070     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_Vector_impl_data() [174]
                0.00    0.00 3805476/3810978     std::_Vector_base<tile, std::allocator<tile> >::_Vector_base(std::allocator<tile> const&) [193]
                0.00    0.00 3805476/3805476     std::vector<tile, std::allocator<tile> >::vector(std::allocator<tile> const&) [195]
                0.00    0.00 3805476/3805476     std::_Vector_base<tile, std::allocator<tile> >::get_allocator() const [194]
                0.00    0.00 3805476/19165408     std::vector<tile, std::allocator<tile> >::~vector() [177]
-----------------------------------------------
                0.01    0.08 3190573/3190573     bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool) [3]
[17]     3.0    0.01    0.08 3190573         evaluateWord(std::vector<tile, std::allocator<tile> > const&, int*, float) [17]
                0.04    0.03 3190573/3196073     evaluateEquivalentLength(std::vector<tile, std::allocator<tile> > const&, int*, float*) [23]
                0.00    0.01 3190573/3190573     _ceil(float) [94]
                0.00    0.00 3190573/3190573     _round(float) [202]
                0.00    0.00 3190573/3190573     _max(int, int) [201]
                0.00    0.00 3190573/3196074     _min(int, int) [200]
-----------------------------------------------
                0.00    0.00   40995/131717349     rackGeneration(std::vector<tile, std::allocator<tile> > const&, char) [57]
                0.00    0.00  639041/131717349     removeLetters(std::vector<tile, std::allocator<tile> > const&, std::vector<tile, std::allocator<tile> > const&) [76]
                0.01    0.00 16969128/131717349     evaluateEquivalentLength(std::vector<tile, std::allocator<tile> > const&, int*, float*) [23]
                0.08    0.00 114068185/131717349     wordToTiles(std::vector<tile, std::allocator<tile> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [5]
[18]     2.9    0.09    0.00 131717349         std::vector<tile, std::allocator<tile> >::operator[](unsigned long) const [18]
-----------------------------------------------
                0.00    0.00       1/78996516     tile* std::__copy_move_a<false, tile const*, tile*>(tile const*, tile const*, tile*) [167]
                0.00    0.00      66/78996516     tile* std::__copy_move_a<false, tile*, tile*>(tile*, tile*, tile*) [164]
                0.01    0.00 8528993/78996516     tile* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [28]
                0.08    0.00 70467456/78996516     tile* std::__relocate_a<tile*, tile*, std::allocator<tile> >(tile*, tile*, tile*, std::allocator<tile>&) [11]
[19]     2.9    0.09    0.00 78996516         tile* std::__niter_base<tile*>(tile*) [19]
-----------------------------------------------
                0.00    0.09  385271/385271      void std::__insertion_sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [14]
[20]     2.9    0.00    0.09  385271         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Val_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Val_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [20]
                0.00    0.05  547884/547884      bool __gnu_cxx::__ops::_Val_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>::operator()<wordScore, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(wordScore&, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [29]
                0.00    0.02  547884/614903      wordScore::operator=(wordScore&&) [55]
                0.01    0.00  933155/1052693     std::remove_reference<wordScore&>::type&& std::move<wordScore&>(wordScore&) [106]
                0.00    0.00 1095768/2675783     __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::operator*() const [105]
                0.00    0.00  385271/5771711     wordScore::~wordScore() [41]
                0.00    0.00  547884/597373      __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::operator--() [209]
                0.00    0.00  385271/438290      wordScore::wordScore(wordScore&&) [222]
-----------------------------------------------
                0.00    0.00    5010/2076336     monteCarloSearch(std::vector<tile, std::allocator<tile> > const&, int*, float, int, int, int, char**, __int128*, int, int*, bool) [2]
                0.00    0.00   98960/2076336     bool __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}>::operator()<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [110]
                0.00    0.00   98978/2076336     bool __gnu_cxx::__ops::_Val_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}>::operator()<wordScore, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(wordScore&, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [112]
                0.00    0.03  777620/2076336     bool __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>::operator()<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [36]
                0.00    0.05 1095768/2076336     bool __gnu_cxx::__ops::_Val_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>::operator()<wordScore, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(wordScore&, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [29]
[21]     2.7    0.00    0.09 2076336         wordScore::wordScore(wordScore const&) [21]
                0.01    0.08 2076336/8457482     std::vector<tile, std::allocator<tile> >::vector(std::vector<tile, std::allocator<tile> > const&) [7]
-----------------------------------------------
                0.06    0.02 7610952/7610952     std::vector<tile, std::allocator<tile> >::_M_move_assign(std::vector<tile, std::allocator<tile> >&&, std::integral_constant<bool, true>) [16]
[22]     2.6    0.06    0.02 7610952         std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data&) [22]
                0.02    0.00 22832856/22832856     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data const&) [61]
                0.00    0.00 7610952/26338070     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_Vector_impl_data() [174]
-----------------------------------------------
                0.00    0.00    5500/3196073     monteCarloSearch(std::vector<tile, std::allocator<tile> > const&, int*, float, int, int, int, char**, __int128*, int, int*, bool) [2]
                0.04    0.03 3190573/3196073     evaluateWord(std::vector<tile, std::allocator<tile> > const&, int*, float) [17]
[23]     2.4    0.04    0.03 3196073         evaluateEquivalentLength(std::vector<tile, std::allocator<tile> > const&, int*, float*) [23]
                0.02    0.00 16969128/16969128     gemBoost(char) [63]
                0.01    0.00 16969128/131717349     std::vector<tile, std::allocator<tile> >::operator[](unsigned long) const [18]
                0.00    0.00 3196073/38524919     std::vector<tile, std::allocator<tile> >::size() const [40]
-----------------------------------------------
                0.00    0.00       1/19165408     main [1]
                0.00    0.00   11000/19165408     monteCarloSearch(std::vector<tile, std::allocator<tile> > const&, int*, float, int, int, int, char**, __int128*, int, int*, bool) [2]
                0.01    0.00 3190573/19165408     findSubanagrams(std::vector<tile, std::allocator<tile> > const&, char**, __int128*, int, int*) [4]
                0.01    0.00 3190573/19165408     void std::_Destroy_aux<false>::__destroy<std::vector<tile, std::allocator<tile> >*>(std::vector<tile, std::allocator<tile> >*, std::vector<tile, std::allocator<tile> >*) [48]
                0.01    0.00 3196074/19165408     bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool) [3]
                0.01    0.00 3805476/19165408     std::vector<tile, std::allocator<tile> >::_M_move_assign(std::vector<tile, std::allocator<tile> >&&, std::integral_constant<bool, true>) [16]
                0.02    0.01 5771711/19165408     wordScore::~wordScore() [41]
[24]     2.4    0.05    0.02 19165408         std::_Vector_base<tile, std::allocator<tile> >::~_Vector_base() [24]
                0.01    0.00 19165408/30975994     std::_Vector_base<tile, std::allocator<tile> >::_M_deallocate(tile*, unsigned long) [59]
                0.01    0.00 11730535/20279070     __gnu_cxx::new_allocator<tile>::deallocate(tile*, unsigned long) [83]
                0.01    0.00 11730535/20279070     std::allocator_traits<std::allocator<tile> >::deallocate(std::allocator<tile>&, tile*, unsigned long) [84]
-----------------------------------------------
                0.01    0.01 5218542/16963118     std::vector<tile, std::allocator<tile> >::push_back(tile const&) [27]
                0.03    0.02 11744576/16963118     void std::vector<tile, std::allocator<tile> >::_M_realloc_insert<tile const&>(__gnu_cxx::__normal_iterator<tile*, std::vector<tile, std::allocator<tile> > >, tile const&) [6]
[25]     2.0    0.04    0.02 16963118         void __gnu_cxx::new_allocator<tile>::construct<tile, tile const&>(tile*, tile const&) [25]
                0.01    0.00 16963118/28007456     operator new(unsigned long, void*) [60]
                0.01    0.00 16963118/45670812     tile const& std::forward<tile const&>(std::remove_reference<tile const&>::type&) [43]
-----------------------------------------------
                0.00    0.06 3190573/3190573     findSubanagrams(std::vector<tile, std::allocator<tile> > const&, char**, __int128*, int, int*) [4]
[26]     2.0    0.00    0.06 3190573         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [26]
                0.00    0.05   56564/56564       void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [30]
                0.00    0.00 3134009/7787754     void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [71]
                0.00    0.00 3134009/7787754     void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [88]
                0.00    0.00   56564/3247137     std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [66]
                0.00    0.00 3190573/18822645     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [178]
-----------------------------------------------
                0.00    0.00   40995/16963118     removeLetters(std::vector<tile, std::allocator<tile> > const&, std::vector<tile, std::allocator<tile> > const&) [76]
                0.02    0.04 16922123/16963118     wordToTiles(std::vector<tile, std::allocator<tile> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [5]
[27]     1.9    0.02    0.04 16963118         std::vector<tile, std::allocator<tile> >::push_back(tile const&) [27]
                0.01    0.01 5218542/16963118     void __gnu_cxx::new_allocator<tile>::construct<tile, tile const&>(tile*, tile const&) [25]
                0.01    0.00 11744576/11783872     std::vector<tile, std::allocator<tile> >::end() [72]
                0.00    0.00 5218542/16963118     void std::allocator_traits<std::allocator<tile> >::construct<tile, tile const&>(std::allocator<tile>&, tile*, tile const&) [56]
-----------------------------------------------
                0.00    0.00    5501/8528993     void std::vector<tile, std::allocator<tile> >::_M_range_initialize<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, std::forward_iterator_tag) [133]
                0.00    0.00   66010/8528993     tile* std::vector<tile, std::allocator<tile> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >(unsigned long, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >) [117]
                0.03    0.03 8457482/8528993     std::vector<tile, std::allocator<tile> >::vector(std::vector<tile, std::allocator<tile> > const&) [7]
[28]     1.9    0.03    0.03 8528993         tile* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [28]
                0.01    0.01 17057986/17125576     tile const* std::__niter_base<tile const*, std::vector<tile, std::allocator<tile> > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >) [67]
                0.01    0.00 8528993/78996516     tile* std::__niter_base<tile*>(tile*) [19]
                0.00    0.00 8528993/8562811     tile* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<tile>(tile const*, tile const*, tile*) [181]
                0.00    0.00 8528993/8562789     tile* std::__copy_move_a2<false, tile const*, tile*>(tile const*, tile const*, tile*) [183]
                0.00    0.00 8528993/8562789     tile* std::__copy_move_a1<false, tile const*, tile*>(tile const*, tile const*, tile*) [182]
                0.00    0.00 8528993/8529016     tile* std::__niter_wrap<tile*>(tile* const&, tile*) [184]
-----------------------------------------------
                0.00    0.05  547884/547884      void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Val_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Val_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [20]
[29]     1.7    0.00    0.05  547884         bool __gnu_cxx::__ops::_Val_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>::operator()<wordScore, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(wordScore&, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [29]
                0.00    0.05 1095768/2076336     wordScore::wordScore(wordScore const&) [21]
                0.00    0.01 1095768/5771711     wordScore::~wordScore() [41]
                0.00    0.00  547884/2675783     __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::operator*() const [105]
                0.00    0.00  547884/936694      bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}::operator()(wordScore, wordScore) const [207]
-----------------------------------------------
                0.00    0.05   56564/56564       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [26]
[30]     1.6    0.00    0.05   56564         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [30]
                0.02    0.03  113128/113128      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__relocate_a_1<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [31]
                0.00    0.00   56564/56564       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const [130]
                0.00    0.00   56564/7787754     void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [71]
                0.00    0.00   56564/7787754     void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [88]
                0.00    0.00  113128/118629      std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [247]
                0.00    0.00  113128/226256      __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::base() const [236]
                0.00    0.00  113128/113128      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__relocate_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [254]
                0.00    0.00  113128/113128      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_do_relocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::integral_constant<bool, true>) [253]
                0.00    0.00  113128/113128      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_relocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [252]
                0.00    0.00   56564/56564       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() [275]
                0.00    0.00   56564/56564       __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::difference_type __gnu_cxx::operator-<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [271]
                0.00    0.00   56564/56564       __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*) [270]
                0.00    0.00   56564/56564       std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, unsigned long) [274]
                0.00    0.00   56564/56564       std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long) [272]
                0.00    0.00   56564/18822645     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [178]
                0.00    0.00   56564/62065       std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [267]
                0.00    0.00   51063/56564       __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::deallocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [269]
                0.00    0.00   51063/56564       std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::deallocate(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [273]
-----------------------------------------------
