Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self               self     total           
 time   seconds   seconds     calls   s/call   s/call  name    
                0.00    0.00 3190573/28007456     operator new(unsigned long, void*) [60]
-----------------------------------------------
                0.00    0.00    5501/133146      void std::__sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}>) [73]
                0.00    0.00    5501/133146      void std::__introsort_loop<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}>) [138]
                0.00    0.00    5501/133146      void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}>) [74]
                0.00    0.00   38881/133146      void std::__sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [12]
                0.00    0.00   38881/133146      void std::__introsort_loop<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [121]
                0.00    0.00   38881/133146      void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [13]
[116]    0.1    0.00    0.00  133146         __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::difference_type __gnu_cxx::operator-<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > const&, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > const&) [116]
                0.00    0.00  266292/1423332     __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::base() const [98]
-----------------------------------------------
                0.00    0.00   66010/66010       std::vector<tile, std::allocator<tile> >::operator=(std::vector<tile, std::allocator<tile> > const&) [113]
[117]    0.0    0.00    0.00   66010         tile* std::vector<tile, std::allocator<tile> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >(unsigned long, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >) [117]
                0.00    0.00   66010/8528993     tile* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [28]
                0.00    0.00   66010/8528993     tile* std::copy<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [47]
                0.00    0.00   66010/8528993     tile* std::uninitialized_copy<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [46]
                0.00    0.00   66010/20279070     __gnu_cxx::new_allocator<tile>::allocate(unsigned long, void const*) [34]
                0.00    0.00   66010/32029159     std::_Vector_base<tile, std::allocator<tile> >::_M_get_Tp_allocator() [58]
                0.00    0.00   66010/20279070     std::allocator_traits<std::allocator<tile> >::allocate(std::allocator<tile>&, unsigned long) [85]
                0.00    0.00   66010/20279070     std::_Vector_base<tile, std::allocator<tile> >::_M_allocate(unsigned long) [176]
                0.00    0.00   66010/8528993     tile* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [185]
                0.00    0.00   66010/8528993     tile* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*, tile>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*, std::allocator<tile>&) [186]
-----------------------------------------------
                0.00    0.00       3/3542        void std::__insertion_sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}>) [75]
                0.00    0.00    3539/3542        void std::__insertion_sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [14]
[118]    0.0    0.00    0.00    3542         __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [118]
                0.00    0.00    3542/3542        wordScore* std::__copy_move_backward<true, false, std::random_access_iterator_tag>::__copy_move_b<wordScore*, wordScore*>(wordScore*, wordScore*, wordScore*) [120]
                0.00    0.00   10626/14168       wordScore* std::__niter_base<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [135]
                0.00    0.00    3542/3542        wordScore* std::__copy_move_backward_a2<true, wordScore*, wordScore*>(wordScore*, wordScore*, wordScore*) [382]
                0.00    0.00    3542/3542        wordScore* std::__copy_move_backward_a1<true, wordScore*, wordScore*>(wordScore*, wordScore*, wordScore*) [381]
-----------------------------------------------
                0.00    0.00    5501/44382       void std::__insertion_sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#3}>) [75]
                0.00    0.00   38881/44382       void std::__insertion_sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [14]
[119]    0.0    0.00    0.00   44382         bool __gnu_cxx::operator==<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > const&, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > const&) [119]
                0.00    0.00   88764/1423332     __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::base() const [98]
-----------------------------------------------
                0.00    0.00    3542/3542        __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > std::__copy_move_backward_a<true, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >) [118]
[120]    0.0    0.00    0.00    3542         wordScore* std::__copy_move_backward<true, false, std::random_access_iterator_tag>::__copy_move_b<wordScore*, wordScore*>(wordScore*, wordScore*, wordScore*) [120]
                0.00    0.00   13488/614903      wordScore::operator=(wordScore&&) [55]
                0.00    0.00   13488/1052693     std::remove_reference<wordScore&>::type&& std::move<wordScore&>(wordScore&) [106]
-----------------------------------------------
                0.00    0.00   38881/38881       void std::__sort<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [12]
[121]    0.0    0.00    0.00   38881         void std::__introsort_loop<__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}> >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool)::{lambda(wordScore, wordScore)#2}>) [121]
                0.00    0.00   38881/133146      __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >::difference_type __gnu_cxx::operator-<wordScore*, std::vector<wordScore, std::allocator<wordScore> > >(__gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > const&, __gnu_cxx::__normal_iterator<wordScore*, std::vector<wordScore, std::allocator<wordScore> > > const&) [116]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[122]    0.0    0.00    0.00       1         dictToHash(char**, int) [122]
                0.00    0.00  150818/3341391     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [93]
                0.00    0.00  150818/156319      wordToProduct(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [240]
-----------------------------------------------
                0.00    0.00    5501/11002       std::vector<wordScore, std::allocator<wordScore> >::~vector() [129]
                0.00    0.00    5501/11002       std::vector<wordScore, std::allocator<wordScore> >::_M_erase_at_end(wordScore*) [128]
[123]    0.0    0.00    0.00   11002         void std::_Destroy_aux<false>::__destroy<wordScore*>(wordScore*, wordScore*) [123]
                0.00    0.00   60511/5771711     wordScore::~wordScore() [41]
                0.00    0.00   60511/121022      wordScore* std::__addressof<wordScore>(wordScore&) [245]
                0.00    0.00   60511/60511       void std::_Destroy<wordScore>(wordScore*) [268]
-----------------------------------------------
                0.00    0.00    5501/5501        std::vector<wordScore, std::allocator<wordScore> >::_M_default_initialize(unsigned long) [125]
[124]    0.0    0.00    0.00    5501         wordScore* std::__uninitialized_default_n_1<false>::__uninit_default_n<wordScore*, unsigned long>(wordScore*, unsigned long) [124]
                0.00    0.00   60511/66011       wordScore::wordScore() [126]
                0.00    0.00   60511/60511       void std::_Construct<wordScore>(wordScore*) [143]
                0.00    0.00   60511/121022      wordScore* std::__addressof<wordScore>(wordScore&) [245]
-----------------------------------------------
                0.00    0.00    5501/5501        bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool) [3]
[125]    0.0    0.00    0.00    5501         std::vector<wordScore, std::allocator<wordScore> >::_M_default_initialize(unsigned long) [125]
                0.00    0.00    5501/5501        wordScore* std::__uninitialized_default_n_1<false>::__uninit_default_n<wordScore*, unsigned long>(wordScore*, unsigned long) [124]
                0.00    0.00    5501/16503       std::_Vector_base<wordScore, std::allocator<wordScore> >::_M_get_Tp_allocator() [289]
                0.00    0.00    5501/5501        wordScore* std::__uninitialized_default_n<wordScore*, unsigned long>(wordScore*, unsigned long) [344]
                0.00    0.00    5501/5501        wordScore* std::__uninitialized_default_n_a<wordScore*, unsigned long, wordScore>(wordScore*, unsigned long, std::allocator<wordScore>&) [346]
-----------------------------------------------
                0.00    0.00    5500/66011       monteCarloSearch(std::vector<tile, std::allocator<tile> > const&, int*, float, int, int, int, char**, __int128*, int, int*, bool) [2]
                0.00    0.00   60511/66011       wordScore* std::__uninitialized_default_n_1<false>::__uninit_default_n<wordScore*, unsigned long>(wordScore*, unsigned long) [124]
[126]    0.0    0.00    0.00   66011         wordScore::wordScore() [126]
                0.00    0.00   66011/6453158     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl::_Vector_impl() [65]
                0.00    0.00   66011/6453158     std::vector<tile, std::allocator<tile> >::vector() [90]
                0.00    0.00   66011/26338070     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_Vector_impl_data() [174]
                0.00    0.00   66011/6453158     std::_Vector_base<tile, std::allocator<tile> >::_Vector_base() [188]
-----------------------------------------------
                0.00    0.00       1/11012       main [1]
                0.00    0.00      10/11012       monteCarloSearch(std::vector<tile, std::allocator<tile> > const&, int*, float, int, int, int, char**, __int128*, int, int*, bool) [2]
                0.00    0.00    5500/11012       rackGeneration(std::vector<tile, std::allocator<tile> > const&, char) [57]
                0.00    0.00    5501/11012       findSubanagrams(std::vector<tile, std::allocator<tile> > const&, char**, __int128*, int, int*) [4]
[127]    0.0    0.00    0.00   11012         tilesToWord[abi:cxx11](std::vector<tile, std::allocator<tile> > const&) [127]
                0.00    0.00  140133/140133      bool __gnu_cxx::operator!=<tile const*, std::vector<tile, std::allocator<tile> > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > const&, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > const&) [131]
                0.00    0.00   11012/8573800     std::vector<tile, std::allocator<tile> >::begin() const [38]
                0.00    0.00   11012/8573800     std::vector<tile, std::allocator<tile> >::end() const [37]
                0.00    0.00  129121/129121      __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >::operator*() const [244]
                0.00    0.00  129121/129121      __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >::operator++() [243]
-----------------------------------------------
                0.00    0.00    5501/5501        bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool) [3]
[128]    0.0    0.00    0.00    5501         std::vector<wordScore, std::allocator<wordScore> >::_M_erase_at_end(wordScore*) [128]
                0.00    0.00    5501/11002       void std::_Destroy_aux<false>::__destroy<wordScore*>(wordScore*, wordScore*) [123]
                0.00    0.00    5501/16503       std::_Vector_base<wordScore, std::allocator<wordScore> >::_M_get_Tp_allocator() [289]
                0.00    0.00    5501/11002       void std::_Destroy<wordScore*>(wordScore*, wordScore*) [295]
                0.00    0.00    5501/11002       void std::_Destroy<wordScore*, wordScore>(wordScore*, wordScore*, std::allocator<wordScore>&) [296]
-----------------------------------------------
                0.00    0.00    5501/5501        monteCarloSearch(std::vector<tile, std::allocator<tile> > const&, int*, float, int, int, int, char**, __int128*, int, int*, bool) [2]
[129]    0.0    0.00    0.00    5501         std::vector<wordScore, std::allocator<wordScore> >::~vector() [129]
                0.00    0.00    5501/11002       void std::_Destroy_aux<false>::__destroy<wordScore*>(wordScore*, wordScore*) [123]
                0.00    0.00    5501/16503       std::_Vector_base<wordScore, std::allocator<wordScore> >::_M_get_Tp_allocator() [289]
                0.00    0.00    5501/11002       void std::_Destroy<wordScore*>(wordScore*, wordScore*) [295]
                0.00    0.00    5501/11002       void std::_Destroy<wordScore*, wordScore>(wordScore*, wordScore*, std::allocator<wordScore>&) [296]
-----------------------------------------------
                0.00    0.00   56564/56564       void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [30]
[130]    0.0    0.00    0.00   56564         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const [130]
                0.00    0.00  113128/113128      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [134]
                0.00    0.00   56564/11801140     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [87]
                0.00    0.00  113128/113128      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size() const [250]
                0.00    0.00  113128/118629      std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const [246]
-----------------------------------------------
                0.00    0.00  140133/140133      tilesToWord[abi:cxx11](std::vector<tile, std::allocator<tile> > const&) [127]
[131]    0.0    0.00    0.00  140133         bool __gnu_cxx::operator!=<tile const*, std::vector<tile, std::allocator<tile> > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > const&, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > const&) [131]
                0.00    0.00  280266/17416844     __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >::base() const [86]
-----------------------------------------------
                0.00    0.00    5501/5501        bestSubanagrams(std::vector<tile, std::allocator<tile> > const&, int*, float, int, char**, __int128*, int, int*, bool) [3]
[132]    0.0    0.00    0.00    5501         std::vector<tile, std::allocator<tile> >::vector<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, void>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, std::allocator<tile> const&) [132]
                0.00    0.00    5501/5501        void std::vector<tile, std::allocator<tile> >::_M_range_initialize<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, std::forward_iterator_tag) [133]
                0.00    0.00    5501/12273960     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl::_Vector_impl(std::allocator<tile> const&) [104]
                0.00    0.00    5501/26338070     std::_Vector_base<tile, std::allocator<tile> >::_Vector_impl_data::_Vector_impl_data() [174]
                0.00    0.00    5501/3810978     std::_Vector_base<tile, std::allocator<tile> >::_Vector_base(std::allocator<tile> const&) [193]
-----------------------------------------------
                0.00    0.00    5501/5501        std::vector<tile, std::allocator<tile> >::vector<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, void>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, std::allocator<tile> const&) [132]
[133]    0.0    0.00    0.00    5501         void std::vector<tile, std::allocator<tile> >::_M_range_initialize<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, std::forward_iterator_tag) [133]
                0.00    0.00    5501/8528993     tile* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [28]
                0.00    0.00    5501/11002       std::vector<tile, std::allocator<tile> >::_S_check_init_len(unsigned long, std::allocator<tile> const&) [139]
                0.00    0.00    5501/8528993     tile* std::copy<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [47]
                0.00    0.00    5501/8528993     tile* std::uninitialized_copy<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*>(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, tile*) [46]
                0.00    0.00    5501/20279070     __gnu_cxx::new_allocator<tile>::allocate(unsigned long, void const*) [34]
                0.00    0.00   11002/32029159     std::_Vector_base<tile, std::allocator<tile> >::_M_get_Tp_allocator() [58]
                0.00    0.00    5501/5501        std::iterator_traits<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > > >(__gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, __gnu_cxx::__normal_iterator<tile const*, std::vector<tile, std::allocator<tile> > >, std::random_access_iterator_tag) [151]
                0.00    0.00    5501/20279070     std::allocator_traits<std::allocator<tile> >::allocate(std::allocator<tile>&, unsigned long) [85]
